row_id,ambiguous_query,patient_context,ground_truth,label,food_phrase,decision,agent_state,family_name,max_belief,n_hypotheses_init,n_hypotheses_final,entropy_init,entropy_final,candidates_init,candidates_final,turns,stop_reason,abstained,question_log,clarified_query,response,label_binary,pred_binary,correct,entropy_reduction
280,Is a banana a good snack if you have IBS?,IBS,IBS,okay,banana a good snack if you have ibs,OKAY,ANSWER,,1.0,12,3,3.585,1.585,"[{""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Metabolic Syndrome""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Hypertriglyceridemia""}, {""name"": ""Obesity""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}]","[{""name"": ""End-Stage Renal Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Congestive Heart Failure""}]",9,belief_concentrated,False,"[{""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:47568e204552"", ""name"": ""Metabolic Syndrome"", ""question"": ""Do you have Metabolic Syndrome?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:45dd652035fd"", ""name"": ""Non-Alcoholic Fatty Liver Disease"", ""question"": ""Do you have Non-Alcoholic Fatty Liver Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:75c63ec63e46"", ""name"": ""Hypertriglyceridemia"", ""question"": ""Do you have Hypertriglyceridemia?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:9f8251416f7e"", ""name"": ""Obesity"", ""question"": ""Do you have Obesity?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is a banana a good snack if you have IBS?
Clarification answers:
  - Type 1 Diabetes Mellitus: No
  - Type 2 Diabetes Mellitus: No
  - Prediabetes: No
  - Gestational Diabetes Mellitus: No
  - Chronic Kidney Disease: No
  - Metabolic Syndrome: No
  - Non-Alcoholic Fatty Liver Disease: No
  - Hypertriglyceridemia: No
  - Obesity: No

KG risk conditions: End-Stage Renal Disease, Coronary Artery Disease, Congestive Heart Failure.",OKAY,OKAY,OKAY,True,2.0
281,Can someone with lactose intolerance enjoy a milkshake?,lactose intolerance,lactose intolerance,okay,milkshake,OKAY,ANSWER,,1.0,11,1,3.4594,0.0,"[{""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Milk Allergy""}, {""name"": ""Irritable Bowel Syndrome""}, {""name"": ""Lactose Intolerance""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Pregnancy""}, {""name"": ""Stroke""}, {""name"": ""Metabolic Syndrome""}]","[{""name"": ""Lactose Intolerance""}]",6,confirmed_risky,False,"[{""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1429}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.1667}, {""cid"": ""COND:5b7f792d1ef4"", ""name"": ""Irritable Bowel Syndrome"", ""question"": ""Do you have Irritable Bowel Syndrome?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.2}, {""cid"": ""COND:6fd130b4219b"", ""name"": ""Lactose Intolerance"", ""question"": ""Do you have Lactose Intolerance?"", ""answer"": true, ""ig"": 0.65, ""max_b"": 1.0}]","Food query: Can someone with lactose intolerance enjoy a milkshake?
Clarification answers:
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Milk Allergy: No
  - Irritable Bowel Syndrome: No
  - Lactose Intolerance: Yes

KG risk conditions: Lactose Intolerance.",OKAY,OKAY,OKAY,True,3.4594
282,Is whole grain bread safe to eat for someone with celiac disease?,celiac disease,celiac disease,not_okay,whole grain bread safe to eat,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Celiac Disease""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Gastroparesis""}]","[{""name"": ""Celiac Disease""}]",9,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:ff206113b1a2"", ""name"": ""Gestational Diabetes Mellitus"", ""question"": ""Do you have Gestational Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:09daa0628c3c"", ""name"": ""Prediabetes"", ""question"": ""Do you have Prediabetes?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:b31a062745e0"", ""name"": ""Type 1 Diabetes Mellitus"", ""question"": ""Do you have Type 1 Diabetes Mellitus?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:af72e20ce531"", ""name"": ""Wheat Allergy"", ""question"": ""Do you have Wheat Allergy?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:6c47ba2e8266"", ""name"": ""Celiac Disease"", ""question"": ""Do you have Celiac Disease?"", ""answer"": true, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Is whole grain bread safe to eat for someone with celiac disease?
Clarification answers:
  - Type 2 Diabetes Mellitus: No
  - Gestational Diabetes Mellitus: No
  - Prediabetes: No
  - Type 1 Diabetes Mellitus: No
  - Hypertension: No
  - Congestive Heart Failure: No
  - Chronic Kidney Disease: No
  - Wheat Allergy: No
  - Celiac Disease: Yes

KG risk conditions: Celiac Disease.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
283,Should I consider eating more avocados if I have metabolic syndrome?,metabolic syndrome,metabolic syndrome,okay,should i consider eating more avocados,OKAY,ANSWER,,1.0,7,1,2.8074,0.0,"[{""name"": ""Obesity""}, {""name"": ""Gastroparesis""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",6,belief_concentrated,False,"[{""cid"": ""COND:9f8251416f7e"", ""name"": ""Obesity"", ""question"": ""Do you have Obesity?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.1667}, {""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.2}, {""cid"": ""COND:45dd652035fd"", ""name"": ""Non-Alcoholic Fatty Liver Disease"", ""question"": ""Do you have Non-Alcoholic Fatty Liver Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.25}, {""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 0.3333}, {""cid"": ""COND:f258c4dbf02c"", ""name"": ""Hypercholesterolemia"", ""question"": ""Do you have Hypercholesterolemia?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: Should I consider eating more avocados if I have metabolic syndrome?
Clarification answers:
  - Obesity: No
  - Gastroparesis: No
  - Non-Alcoholic Fatty Liver Disease: No
  - Gastroesophageal Reflux Disease: No
  - Hypercholesterolemia: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,2.8074
284,Would miso soup be a wise choice for someone dealing with gastritis?,gastritis,gastritis,not_okay,would miso soup be a wise choice for someone dealing with gastritis,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Hypertension""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Soy Allergy""}, {""name"": ""Wheat Allergy""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""Celiac Disease""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Gastritis""}, {""name"": ""Pregnancy""}, {""name"": ""Hypothyroidism""}, {""name"": ""Metabolic Syndrome""}]","[{""name"": ""Gastritis""}]",9,confirmed_risky,False,"[{""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:249c320bb97f"", ""name"": ""Soy Allergy"", ""question"": ""Do you have Soy Allergy?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:af72e20ce531"", ""name"": ""Wheat Allergy"", ""question"": ""Do you have Wheat Allergy?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:53498b75730e"", ""name"": ""Non-Celiac Gluten Sensitivity"", ""question"": ""Do you have Non-Celiac Gluten Sensitivity?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:6c47ba2e8266"", ""name"": ""Celiac Disease"", ""question"": ""Do you have Celiac Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.3333}, {""cid"": ""COND:c681f994368d"", ""name"": ""End-Stage Renal Disease"", ""question"": ""Do you have End-Stage Renal Disease?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.5}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": true, ""ig"": 0.8113, ""max_b"": 1.0}]","Food query: Would miso soup be a wise choice for someone dealing with gastritis?
Clarification answers:
  - Hypertension: No
  - Chronic Kidney Disease: No
  - Congestive Heart Failure: No
  - Soy Allergy: No
  - Wheat Allergy: No
  - Non-Celiac Gluten Sensitivity: No
  - Celiac Disease: No
  - End-Stage Renal Disease: No
  - Gastritis: Yes

KG risk conditions: Gastritis.",NOT OKAY,NOT OKAY,NOT OKAY,True,3.585
285,Is drinking herbal tea okay for someone with GERD?,GERD,GERD,okay,herbal tea,OKAY,ANSWER,,0.0,0,0,0.0,0.0,[],[],0,all_denied,False,[],Food query: Is drinking herbal tea okay for someone with GERD?,OKAY,OKAY,OKAY,True,0.0
286,Can I enjoy a small steak with high blood pressure?,high blood pressure,high blood pressure,okay,steak with high blood pressure,NOT OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Gout""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Hemochromatosis""}, {""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Pregnancy""}, {""name"": ""Hypertriglyceridemia""}]","[{""name"": ""Hypertension""}]",1,confirmed_risky,False,"[{""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: Can I enjoy a small steak with high blood pressure?
Clarification answers:
  - Hypertension: Yes

KG risk conditions: Hypertension.",NOT OKAY,OKAY,NOT OKAY,False,3.585
287,I'm planning to have a quinoa salad. Is that a good idea for arrhythmia?,arrhythmia,arrhythmia,okay,i'm planning to have a quinoa salad,OKAY,ANSWER,,1.0,3,1,1.585,0.0,"[{""name"": ""Gastroparesis""}, {""name"": ""Dumping Syndrome""}, {""name"": ""Diverticulitis""}]","[{""name"": ""Diverticulitis""}]",2,belief_concentrated,False,"[{""cid"": ""COND:c876b0cbfc73"", ""name"": ""Gastroparesis"", ""question"": ""Do you have Gastroparesis?"", ""answer"": false, ""ig"": 0.9183, ""max_b"": 0.5}, {""cid"": ""COND:ee3bdcaffa4e"", ""name"": ""Dumping Syndrome"", ""question"": ""Do you have Dumping Syndrome?"", ""answer"": false, ""ig"": 1.0, ""max_b"": 1.0}]","Food query: I'm planning to have a quinoa salad. Is that a good idea for arrhythmia?
Clarification answers:
  - Gastroparesis: No
  - Dumping Syndrome: No

KG risk conditions: Diverticulitis.",OKAY,OKAY,OKAY,True,1.585
288,Is it healthy for someone with ulcerative colitis to have spicy chili?,ulcerative colitis,ulcerative colitis,not_okay,it healthy,ABSTAIN,ABSTAIN,,0.0,0,0,0.0,0.0,[],[],0,garbage_phrase,True,[],Is it healthy for someone with ulcerative colitis to have spicy chili?,ABSTAIN,NOT OKAY,ABSTAIN,False,0.0
289,Can I have a slice of whole wheat bread?,type 2 diabetes,type 2 diabetes,okay,whole wheat bread,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Type 2 Diabetes Mellitus""}, {""name"": ""Gestational Diabetes Mellitus""}, {""name"": ""Prediabetes""}, {""name"": ""Type 1 Diabetes Mellitus""}, {""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Wheat Allergy""}, {""name"": ""Celiac Disease""}, {""name"": ""Non-Celiac Gluten Sensitivity""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Coronary Artery Disease""}]","[{""name"": ""Type 2 Diabetes Mellitus""}]",1,confirmed_risky,False,"[{""cid"": ""COND:5a7aa7dc3114"", ""name"": ""Type 2 Diabetes Mellitus"", ""question"": ""Do you have Type 2 Diabetes Mellitus?"", ""answer"": true, ""ig"": 0.469, ""max_b"": 1.0}]","Food query: Can I have a slice of whole wheat bread?
Clarification answers:
  - Type 2 Diabetes Mellitus: Yes

KG risk conditions: Type 2 Diabetes Mellitus.",OKAY,OKAY,OKAY,True,3.585
290,Is eating grapefruit safe?,high blood pressure,high blood pressure,not_okay,grapefruit,NOT OKAY,ANSWER,,1.0,6,1,2.585,0.0,"[{""name"": ""Gastroesophageal Reflux Disease""}, {""name"": ""Gastritis""}, {""name"": ""Peptic Ulcer Disease""}, {""name"": ""Hypertension""}, {""name"": ""Ulcerative Colitis""}, {""name"": ""Pregnancy""}]","[{""name"": ""Hypertension""}]",4,confirmed_risky,False,"[{""cid"": ""COND:d5332a918f72"", ""name"": ""Gastroesophageal Reflux Disease"", ""question"": ""Do you have Gastroesophageal Reflux Disease?"", ""answer"": false, ""ig"": 0.65, ""max_b"": 0.2}, {""cid"": ""COND:47e3393e259d"", ""name"": ""Gastritis"", ""question"": ""Do you have Gastritis?"", ""answer"": false, ""ig"": 0.7219, ""max_b"": 0.25}, {""cid"": ""COND:9b8acc8ea84b"", ""name"": ""Peptic Ulcer Disease"", ""question"": ""Do you have Peptic Ulcer Disease?"", ""answer"": false, ""ig"": 0.8113, ""max_b"": 0.3333}, {""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": true, ""ig"": 0.9183, ""max_b"": 1.0}]","Food query: Is eating grapefruit safe?
Clarification answers:
  - Gastroesophageal Reflux Disease: No
  - Gastritis: No
  - Peptic Ulcer Disease: No
  - Hypertension: Yes

KG risk conditions: Hypertension.",NOT OKAY,NOT OKAY,NOT OKAY,True,2.585
291,Would a chicken Caesar salad be okay for me?,hypercholesterolemia,hypercholesterolemia,okay,chicken caesar salad,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Hypercholesterolemia""}, {""name"": ""Egg Allergy""}, {""name"": ""Milk Allergy""}, {""name"": ""Gastroparesis""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Lactose Intolerance""}, {""name"": ""Obesity""}, {""name"": ""End-Stage Renal Disease""}]","[{""name"": ""Hypercholesterolemia""}]",5,confirmed_risky,False,"[{""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:afb9afa53b0e"", ""name"": ""Coronary Artery Disease"", ""question"": ""Do you have Coronary Artery Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:f258c4dbf02c"", ""name"": ""Hypercholesterolemia"", ""question"": ""Do you have Hypercholesterolemia?"", ""answer"": true, ""ig"": 0.5436, ""max_b"": 1.0}]","Food query: Would a chicken Caesar salad be okay for me?
Clarification answers:
  - Hypertension: No
  - Congestive Heart Failure: No
  - Coronary Artery Disease: No
  - Chronic Kidney Disease: No
  - Hypercholesterolemia: Yes

KG risk conditions: Hypercholesterolemia.",OKAY,OKAY,OKAY,True,3.585
292,I'm craving some almond milk. Is that fine?,lactose intolerance,lactose intolerance,okay,almond milk,OKAY,ANSWER,,1.0,12,1,3.585,0.0,"[{""name"": ""Hypertension""}, {""name"": ""Congestive Heart Failure""}, {""name"": ""Chronic Kidney Disease""}, {""name"": ""Tree Nut Allergy""}, {""name"": ""Milk Allergy""}, {""name"": ""End-Stage Renal Disease""}, {""name"": ""Lactose Intolerance""}, {""name"": ""Gastroparesis""}, {""name"": ""Non-Alcoholic Fatty Liver Disease""}, {""name"": ""Obesity""}, {""name"": ""Coronary Artery Disease""}, {""name"": ""Hypercholesterolemia""}]","[{""name"": ""Lactose Intolerance""}]",7,confirmed_risky,False,"[{""cid"": ""COND:01da3ef25313"", ""name"": ""Hypertension"", ""question"": ""Do you have Hypertension?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1111}, {""cid"": ""COND:5e03ab7388b8"", ""name"": ""Congestive Heart Failure"", ""question"": ""Do you have Congestive Heart Failure?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.125}, {""cid"": ""COND:8b8b0b0a9c4e"", ""name"": ""Chronic Kidney Disease"", ""question"": ""Do you have Chronic Kidney Disease?"", ""answer"": false, ""ig"": 0.469, ""max_b"": 0.1429}, {""cid"": ""COND:56a8c21de8a7"", ""name"": ""Tree Nut Allergy"", ""question"": ""Do you have Tree Nut Allergy?"", ""answer"": false, ""ig"": 0.5033, ""max_b"": 0.1667}, {""cid"": ""COND:2e7728fa7fee"", ""name"": ""Milk Allergy"", ""question"": ""Do you have Milk Allergy?"", ""answer"": false, ""ig"": 0.5436, ""max_b"": 0.2}, {""cid"": ""COND:c681f994368d"", ""name"": ""End-Stage Renal Disease"", ""question"": ""Do you have End-Stage Renal Disease?"", ""answer"": false, ""ig"": 0.5917, ""max_b"": 0.25}, {""cid"": ""COND:6fd130b4219b"", ""name"": ""Lactose Intolerance"", ""question"": ""Do you have Lactose Intolerance?"", ""answer"": true, ""ig"": 0.65, ""max_b"": 1.0}]","Food query: I'm craving some almond milk. Is that fine?
Clarification answers:
  - Hypertension: No
  - Congestive Heart Failure: No
  - Chronic Kidney Disease: No
  - Tree Nut Allergy: No
  - Milk Allergy: No
  - End-Stage Renal Disease: No
  - Lactose Intolerance: Yes

KG risk conditions: Lactose Intolerance.",OKAY,OKAY,OKAY,True,3.585
